item_name,item_type,storage_location,days_since_purchase,sisa_hari,label
Cabai Rawit,Chili Pepper,Outside,9999,4.0,Fresh
Raspberry,Berry,Outside,2,0.0,Expired
Anggur,Temperate Fruit,Freezer,8,22.0,Fresh
Apel,Temperate Fruit,Outside,6,1.0,Soon
Tomat,tropical fruit,Outside,4,1.0,Soon
Mangga,Tropical Fruit,Freezer,13,17.0,Fresh
Brokoli,Leafy Vegetable,Freezer,13,17.0,Fresh
Tomat,Tropical Fruit,Chiller,12,2.0,Soon
Wortel,Root Vegetable,Freezer,21,69.0,Fresh
Ubi Jalar,Root Vegetable,Chiller,12,18.0,Fresh
Singkong,Root Vegetable,,0,3.0,Soon
Mangga,Tropical Fruit,Chiller,3,4.0,Fresh
Jahe,Root Vegetable,Freezer,69,21.0,Segar
Sawi,Leafy Vegetable,Chiller,2,3.0,Soon
Bawang Merah,Root Vegetable,Freezer,35,145.0,Fresh
Nanas,Tropical Fruit,,4,1.0,Soon
Paprika,Chili Pepper,Outside,2,3.0,Soon
Blueberry,Berry,Outside,2,0.0,expired
Jeruk,Citric Fruit,Freezer,50,10.0,Fresh
Nanas,Tropical Fruit,Outside,4,1.0,Soon
Kunyit,Root Vegetable,Outside,12,2.0,Soon
Pakcoy,,Outside,1,0.0,Expired
Selada,Leafy Vegetable,Outside,1,1.0,Soon
Nanas,Tropical Fruit,Freezer,8,22.0,Fresh
Apel,Temperate Fruit,Freezer,100,-10.0,Expired
Blueberry,Beri,Freezer,18,12.0,Fresh
Apel,Temperate Fruit,Outside,6,1.0,Soon
Kangkung,Leafy Vegetable,Freezer,23,7.0,Fresh
Kentang,Root Vegetable,Room Temp,7,7.0,Fresh
  Lemon  ,Citric Fruit,Outside,,7.0,Fresh
Nanas,Tropical Fruit,Outside,5,0.0,Basi
Pepaya,tropical,Freezer,12,18.0,Fresh
	Blueberry,berry,Room Temp,0,2.0,Soon
Jeruk Nipis,Citric Fruit,Refrigerator,17,-3.0,Expired
Kentang,Root Vegetable,refrigerator,,18.0,Fresh
Jeruk Bali,Citric Fruit,Freezer,71,-11.0,Expired
Alpukat,Tropical Fruit,Chiller,,7.0,Fresh
Kiwi,Temperate Fruit,Freezer,7,53.0,Fresh
Kunyit,Root Vegetable,Outside,8,6.0,Fresh
Pisang,Tropical Fruit,FREEZER,4,26.0,Fresh
Pakcoy,Leafy Vegetable,Freezer,13,8.0,Fresh
Pisang,Tropical Fruit,Chiller,4,1.0,Soon
Seledri,Leafy Vegetable,Room Temp,0,2.0,Soon
Jeruk,Citric Fruit,Chiller,6,15.0,Fresh
Ubi Jalar,ROOT VEG,Beku,101,-11.0,Expired
Kentang,Root Vegetable,Freezer,36,54.0,segar
Stroberi,,fridge,0,5.0,Fresh
Blueberry,Berry,Chiller,5,2.0,Soon
Bawang Merah,Root Vegetable,Chiller,21,39.0,Fresh
Kiwi,Temperate Fruit,Kulkas,6,8.0,Fresh
Pakcoy,Leafy Vegetable,freezer,26,-5.0,Expired
Apel,Temperate Fruit,Freezer,53,37.0,Fresh
Kangkung,Leafy Vegetable,Chiller,3,1.0,Soon
Kiwi,Temperate Fruit,Kulkas,5,9.0,Fresh
Stroberi,Berry,Chiller,3,2.0,Soon
Pepaya,Tropical Fruit,Chiller,9,-2.0,Expired
Jeruk,,Freezer,22,38.0,Fresh
Kangkung,Leafy Vegetable,Refrigerator,5,-1.0,Expired
Raspberry,Berry,,21,0.0,Expired
Jeruk Bali,Citric Fruit,Outside,14,0.0,Expired
Kentang,root vegetable,Freezer,70,20.0,Fresh
Kunyit,Root Vegetable,Outside,1,13.0,Fresh
Pepaya,Tropical Fruit,Outside,2,2.0,Soon
Blueberry,Berry,Outside,1,1.0,Soon
Alpukat,TROPICAL,Beku,24,6.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,92,-2.0,Expired
Bawang Putih,root vegetable,Chiller,95,-5.0,Expired
Brokoli,Leafy Vegetable,Outside,2,0.0,Expired
Brokoli,Leafy Vegetable,Outside,1,1.0,Soon
Brokoli,Leafy Vegetable,Outside,2,0.0,Expired
Sawi,Leafy Vegetable,OUTSIDE,0,1.0,Soon
  Pakcoy  ,Daun-daunan,Freezer,26,-5.0,Expired
Kiwi,Temperate Fruit,Outside,6,-1.0,Expired
Anggur,Temperate Fruit,Outside,1,2.0,Soon
Pepaya,Tropical Fruit,Chiller,8,-1.0,Expired
Apel,Temperate Fruit,Chiller,21,0.0,Expired
Bawang Putih,Akar-akaran,Chiller,67,23.0,Fresh
Selada,Leafy Vegetable,Outside,1,1.0,Soon
Jeruk Bali,,Chiller,37,-7.0,Expired
Tomat,tropical fruit,Freezer,21,39.0,Fresh
Paprika,Chili Pepper,Chiller,10,4.0,Fresh
Raspberry,Berry,Outside,0,2.0,Soon
Seledri,Leafy Vegetable,Outside,0,,Soon
Kol,Leafy Vegetable,Chiller,11,3.0,Soon
Blueberry,Berry,Suhu Ruangan,1,1.0,Soon
Apel,Temperate Fruit,Outside,1,6.0,Fresh
Semangka,Tropical Fruit,Freezer,26,4.0,Fresh
Apel,Temperate Fruit,Chiller,2,19.0,Fresh
bawang merah,Root Vegetable,Outside,4,26.0,Fresh
Bawang Merah,Root Vegetable,Chiller,0,60.0,Fresh
	Cabai Rawit,Chili Pepper,Outside,3,1.0,Soon
Ubi Jalar,Root Vegetable,Freezer,101,-11.0,Expired
Pisang,Tropical Fruit,Freezer,0,30.0,Fresh
Kiwi,Temperate Fruit,Chiller,17,-3.0,Expired
Jeruk Bali,CITRIC,Chiller,3,27.0,
Nanas,Tropical Fruit,Chiller,3,4.0,Fresh
Jeruk Bali,Citrus,Outside,15,-1.0,Expired
Kentang,Root Vegetable,Freezer,73,17.0,Fresh
Jeruk Bali,Citric Fruit,Room Temp,3,11.0,Fresh
Anggur,Temperate Fruit,CHILLER,9,,Expired
Kentang,Root Vegetable,beku,96,,Expired
Jeruk Bali,Citrus,Chiller,31,-1.0,Expired
Cabai Merah,Chili Pepper,Beku,16,44.0,
Pepaya,Tropical Fruit,Outside,,4.0,Fresh
Kentang,Root Vegetable,,99,-9.0,Expired
Anggur,TEMPERATE,Freezer,14,16.0,Fresh
Jeruk Bali,Citrus,Freezer,38,22.0,Fresh
Jahe,Root Vegetable,Freezer,27,63.0,Fresh
Alpukat,TROPICAL,Freezer,8,22.0,Fresh
Apel,Temperate Fruit,Chiller,8,13.0,Fresh
Anggur,Temperate Fruit,Outside,2,1.0,
Tomat,Tropical Fruit,Outside,6,-1.0,Expired
Melon,Tropical Fruit,Outside,3,-999.0,Soon
Jeruk Nipis,Citric Fruit,frzer,18 hari,42.0,Fresh
  Raspberry  ,Berry,Chiller,4,1.0,Soon
Jahe,Root Vegetable,chiller,20,10.0,Fresh
Bawang Merah,Root Vegetable,Room Temp,6,24.0,Fresh
Bawang Merah,Root Vegetable,Chiller,38,22.0,Fresh
Nanas,Tropical Fruit,Chiller,3,4.0,Fresh
Lemon,Citric Fruit,Chiller,12,9.0,Fresh
Kol,Leafy Vegetable,FREEZER,3,,Fresh
Tomat,Tropical Fruit,Outside,0,5.0,Fresh
Apel,Temperate Fruit,Outside,9,,Expired
Singkong,Root Vegetable,Outside,3,0.0,Basi
Kol,,Outside,2,1.0,Segera
Anggur,Temperate Fruit,frzer,26,4.0,fresh
Blueberry,,room temp,-5,0.0,Expired
Paprika,chili,Freezer,28,32.0,Fresh
Lemon,Citric Fruit,Freezer,27,33.0,Fresh
	Cabai Rawit,Chili Pepper,Freezer,11,49.0,Fresh
Anggur,Temperate Fruit,Room Temp,1,2.0,Soon
Wortel,Root Vegetable,Freezer,72,18.0,Fresh
	Kunyit,Root Vegetable,Outside,8 hari,6.0,Fresh
Bawang Putih,Root Vegetable,Freezer,132,48.0,Fresh
Cabai Rawit,Chili Pepper,,0,10.0,Fresh
Cabai Rawit,Chili Pepper,Chiller,13,-3.0,Expired
Blueberry,Berry,Chiller,7,0.0,Expired
Bayam,Leafy Vegetable,Freezer,11,19.0,Fresh
Singkong,Root Vegetable,Chiller,4,3.0,Hampir
Selada,Leafy Vegetable,Suhu Ruangan,1,1.0,Soon
Jeruk Bali,Citric Fruit,Chiller,14,16.0,Fresh
Jeruk Nipis,Citric Fruit,Outside,5,2.0,Soon
Cabai Rawit,Chili Pepper,Outside,4,0.0,
  Brokoli  ,Leafy Vegetable,Freezer,2,28.0,Fresh
Mangga,Tropical Fruit,Outside,2,3.0,soon
Anggur,Temperate Fruit,,6,1.0,
Jahe,Root Vegetable,Freezer,107,-17.0,Expired
Kiwi,Temperate Fruit,Freezer,14,46.0,Fresh
Sawi,Leafy Vegetable,Chiller,6,-1.0,Expired
Bawang Putih,Root Vegetable,Freezer,0,180.0,
Nanas,Tropical Fruit,Room Temp,6,-1.0,Expired
Lemon,Citric Fruit,Outside,2,5.0,FRESH
Bawang Merah,Root Vegetable,Outside,18,12.0,ok
Anggur,Temperate Fruit,Outside,1,2.0,Soon
Kentang,Root Vegetable,Freezer,61,29.0,Fresh
Pakcoy,,,0,1.0,Soon
Kunyit,Root Vegetable,Luar,8,6.0,Fresh
Nanas,Buah Tropis,,5,0.0,Expired
Selada,Leafy Vegetable,Chiller,1,6.0,Fresh
Lemon,CITRIC,Outside,1,6.0,Fresh
Pepaya,tropical fruit,Freezer,1000,-5.0,Expired
Paprika,Chili Pepper,Outside,0,5.0,Fresh
Raspberry,Berry,Freezer,18,3.0,Soon
Raspberry,Berry,,24,-3.0,Expired
Jeruk Bali,Citric Fruit,Chiller,5,25.0,Fresh
Seledri,Leafy Vegetable,Freezer,22,-1.0,Kadaluarsa
Anggur,Temperate Fruit,suhu ruangan,0,3.0,Soon
Seledri,Leafy Vegetable,Outside,2,0.0,Expired
Semangka,Tropical Fruit,Kulkas,6,4.0,Fresh
Seledri,Leafy Vegetable,Freezer,21,0.0,kadaluarsa
Bawang Merah,Root Vegetable,Freezer,139,41.0,ok
Kunyit,Root Vegetable,freezer,109,-19.0,Expired
Selada,Leafy Vegetable,Freezer,12,18.0,Fresh
Seledri,Leafy Vegetable,Freezer,24,-3.0,Expired
Cabai Rawit,Chili Pepper,fridge,2,8.0,Fresh
Jeruk Bali,citric fruit,Outside,11,3.0,
 Jeruk,CITRIC,Freezer,,47.0,Fresh
Kol,Leafy Vegetable,Freezer,8,22.0,Fresh
Pepaya,Tropical Fruit,Chiller,0,7.0,Fresh
Stroberi ,Berry,Outside,0,2.0,Soon
Bawang Merah,Root Vegetable,Chiller,9999,16.0,Fresh
Semangka,Tropical Fruit,Freezer,21,9.0,Fresh
Singkong,Root Vegetable,,9,-2.0,Expired
Sawi,Leafy Vegetable,Chiller,5,0.0,Expired
  Pakcoy  ,Leafy Vegetable,Freezer,23,-2.0,Expired
Bawang Merah,Root Vegetable,Freezer,41,,Fresh
Cabai Rawit,Chili Pepper,Kulkas,3,7.0,Fresh
Selada,leafy vegetable,Freezer,17,13.0,Fresh
Wortel,Root Vegetable,Chiller,8,13.0,Fresh
Pisang,Tropical Fruit,Freezer,13,17.0,Fresh
Jeruk Bali,Citric Fruit,frozen,75,-15.0,Expired
Pepaya,Tropical Fruit,Chiller,4 hari,3.0,Soon
Tomat,Tropical Fruit,Freezer,53,7.0,
Pisang,Tropical Fruit,Outside,3,0.0,Expired
Cabai Rawit,chili,Outside,1,3.0,Soon
Pisang,Tropical Fruit,Outside,1,2.0,Soon
Lemon,CITRIC,Chiller,24,-3.0,Expired
Brokoli,Leafy Vegetable,Chiller,11,-1.0,Expired
Jahe,Root Vegetable,Outside,7,7.0,Fresh
Raspberry,Berry,Freezer,10,11.0,Fresh
Anggur,TEMPERATE,Freezer,9,21.0,Fresh
Pear,,Freezer,50,10.0,segar
Wortel,Root Vegetable,Freezer,81,9.0,Fresh
semangka,Tropical Fruit,Outside,4,3.0,Warning
Brokoli,Leafy Vegetable,Freezer,12,18.0,Fresh
Jeruk,Citric Fruit,Freezer,55,5.0,Fresh
	Kunyit,Root Vegetable,Freezer,64,26.0,Fresh
Mangga,Tropical Fruit,Outside,5,0.0,Expired
Stroberi,Berry,Chiller,4,1.0,Soon
Wortel,Root Vegetable,Chiller,15,6.0,Fresh
Wortel,Root Vegetable,Freezer,72,18.0,Fresh
Melon,Tropical Fruit,Outside,3,2.0,soon
Selada,Leafy Vegetable,Chiller,6,1.0,Soon
Selada,Leafy Vegetable,Freezer,36,-6.0,Expired
Anggur,Temperate Fruit,Outside,2,1.0,Warning
Stroberi,Berry,Freezer,,-1.0,Expired
Bawang Merah,Root Vegetable,Outside,6 hari,24.0,Fresh
Cabai Rawit,Chili Pepper,Freezer,1,,Fresh
Kangkung,Leafy Vegetable,Suhu Ruangan,1,0.0,Expired
Alpukat,Tropical Fruit,Chiller,,4.0,Fresh
Pepaya,Tropical Fruit,Outside,2,2.0,Soon
Blueberry,Berry,Chiller,4,3.0,Soon
 Lemon,Citric Fruit,Chiller,23,-2.0,Expired
Melon,Tropical Fruit,,14,16.0,Fresh
Blueberry,Berry,Chiller,9,-2.0,Expired
Melon,Tropical Fruit,fridge,2,5.0,Fresh
Lemon,Citric Fruit,Freezer,19,41.0,Fresh
Singkong,Root Vegetable,outside,0,3.0,Soon
Semangka,Tropical Fruit,Freezer,2,-999.0,Fresh
Jeruk,Citric Fruit,,20,1.0,Soon
Jeruk Nipis,Citric Fruit,suhu ruangan,8,-1.0,Expired
Semangka,Tropical Fruit,Outside,2,5.0,Fresh
Pepaya,Tropical Fruit,Chiller,0,7.0,Fresh
Semangka,Tropical Fruit,Freezer,12,18.0,Segar
Kentang,Root Vegetable,Outside,9,5.0,Fresh
Alpukat,Tropical Fruit,Outside,3,0.0,Expired
Tomat,Tropical Fruit,,43,17.0,Fresh
Jeruk Nipis,Citric Fruit,chiller,15,-1.0,Expired
Jahe,Root Vegetable,Freezer,80,10.0,Fresh
Bawang Putih,Root Vegetable,Chiller,26,64.0,Fresh
Kentang,Root Vegetable,Chiller,10,20.0,Fresh
Cabai Merah,Chili Pepper,Freezer,38,22.0,Fresh
Pisang,Tropical Fruit,Luar,3,0.0,Expired
Ubi Jalar,root vegetable,Chiller,5,25.0,Fresh
Selada,Leafy Vegetable,Chiller,8,-1.0,Expired
Mangga,Buah Tropis,Chiller,2,5.0,Fresh
Singkong,Root Vegetable,Chiller,7,0.0,Expired
Nanas,Tropical Fruit,kulkas,3,4.0,segar
Apel,Temperate Fruit,Beku,72,18.0,Fresh
Pepaya,Tropical Fruit,Freezer,23,7.0,Fresh
Lemon,Citric Fruit,Freezer,44,16.0,Fresh
Sawi,Sayur Daun,Chiller,4,1.0,Soon
Pepaya,TROPICAL,Chiller,4,3.0,Soon
Jeruk Nipis,Citric Fruit,Outside,4,3.0,Soon
Kiwi,Temperate Fruit,Kulkas,17,-3.0,Expired
SINGKONG,Akar-akaran,Outside,3,0.0,Expired
Singkong,Root Vegetable,Chiller,1,6.0,Fresh
Seledri,Leafy Vegetable,Freezer,19,2.0,Soon
Kentang,root vegetable,Freezer,,67.0,FRESH
 Anggur,Temperate Fruit,,9999,0.0,Expired
Ubi Jalar,ROOT VEG,Freezer,29,61.0,Fresh
Kiwi,Temperate Fruit,Freezer,,39.0,Fresh
Kunyit,Root Vegetable,Chiller,11,19.0,Fresh
Melon,Tropical Fruit,Chiller,6,1.0,Soon
Wortel,Root Vegetable,Chiller,11,10.0,Fresh
Raspberry,Berry,suhu ruangan,2,0.0,Expired
Paprika,Chili Pepper,Freezer,47,13.0,Fresh
Seledri,Leafy Vegetable,Freezer,9,12.0,Fresh
Pepaya,Tropical Fruit,Chiller,4,3.0,Soon
Kiwi,Temperate Fruit,Chiller,7,7.0,Fresh
Tomat,Tropical Fruit,Chiller,,,Fresh
Melon,Tropical Fruit,Outside,1,4.0,Fresh
Bayam,Leafy Vegetable,Outside,1,0.0,Expired
Wortel,Root Vegetable,suhu ruangan,5,0.0,Expired
Kol,Leafy Vegetable,Outside,3,0.0,Expired
Bawang Merah,Root Vegetable,freezer,205,-25.0,Expired
Kangkung,Leafy Veg,Outside,1,0.0,Expired
Seledri,Leafy Vegetable,Chiller,5,2.0,Soon
Semangka,Tropical Fruit,Chiller,10,0.0,Expired
Nanas,Tropical Fruit,Outside,1,4.0,Fresh
Cabai Merah,Chili Pepper,Freezer,58,2.0,Soon
Pepaya,,Freezer,27,3.0,Soon
Tomat,Tropical Fruit,Outside,0,5.0,Fresh
Kunyit,Root Vegetable,Freezer,94,-4.0,Basi
Lemon,Citric Fruit,Outside,7,0.0,Expired
Cabai Merah,Chili Pepper,Freezer,53,7.0,Fresh
Pepaya,Tropical Fruit,Freezer,37,-7.0,Expired
Ubi Jalar,Root Vegetable,Chiller,35,-5.0,Expired
 Pear,Temperate Fruit,Outside,0 hari,5.0,Fresh
Nanas,Tropical Fruit,Freezer,36,-6.0,Expired
Pear,Temperate Fruit,Chiller,9,5.0,Fresh
Bawang Putih,Root Vegetable,Freezer,19,161.0,Fresh
Seledri,Leafy Vegetable,Outside,0,2.0,Soon
Pear,temperat,freezer,61,-1.0,Expired
Cabai Merah,Chili Pepper,Outside,6 hari,-1.0,Dead
Ubi Jalar,Root Vegetable,FREEZER,17,73.0,Fresh
Jahe,Root Vegetable,Outside,8,6.0,OK
Pakcoy,Leafy Vegetable,Outside,1,0.0,Expired
Kentang,Root Vegetable,Outside,5,9.0,
Nanas,Tropical Fruit,Freezer,30,0.0,Expired
Cabai Rawit,Chile,Outside,0,4.0,Segar
Kentang,Root Vegetable,Chiller,26,4.0,Fresh
Cabai Rawit,Chili Pepper,Outside,9999,0.0,Expired
Kunyit,Root Vegetable,Freezer,114,-24.0,Expired
Seledri,Leafy Vegetable,Chiller,2,5.0,Fresh
Kangkung,,Freezer,16,14.0,Fresh
Kiwi,Temperate Fruit,Outside,0,5.0,Fresh
Bayam,,Outside,0,1.0,Soon
Apel,Temperate Fruit,Outside,2,5.0,Fresh
Pepaya,Tropical Fruit,Beku,21,9.0,Fresh
Singkong,,Chiller,0,7.0,Fresh
Wortel,Root Vegetable,Outside,6,-1.0,
Kiwi,Temperate Fruit,Freezer,0,60.0,Fresh
Tomat ,Tropical Fruit,Freezer,64,-4.0,Expired
Apel,Temperate Fruit,Chiller,17,4.0,Fresh
Wortel,Root Vegetable,Outside,4,1.0,Hampir
nanas,tropical,Freezer,7,23.0,Fresh
Tomat,Tropical Fruit,Freezer,33,-50.0,Fresh
Kol,Leafy Vegetable,Freezer,21,9.0,Fresh
Sawi,Sayur Daun,Chiller,4,1.0,Soon
Jeruk Bali,Citric Fruit,Outside,17,-3.0,Expired
Stroberi,Berry,Freezer,38,-8.0,Expired
Kentang,Root Vegetable,Freezer,,65.0,Fresh
Alpukat,Tropical Fruit,Chiller,5,2.0,Soon
Pisang,Tropical Fruit,,6,-1.0,Kadaluarsa
Singkong,Akar-akaran,Chiller,9,-2.0,Expired
Jeruk,Citric Fruit,Outside,7,0.0,Expired
  Kol  ,Leafy Vegetable,Beku,21,9.0,Fresh
Pepaya,tropical fruit,Freezer,19,11.0,Fresh
Alpukat,Tropical Fruit,Freezer,38,-8.0,Expired
Lemon,citrus fruit,,12,9.0,Fresh
Brokoli,Leafy Vegetable,Outside,0,2.0,Soon
Cabai Rawit,Chili Pepper,Outside,5,-1.0,Expired
Pear,Temperate Fruit,Chiller,16,-2.0,Expired
Singkong,Root Vegetable,Chiller,,5.0,fresh
Jeruk,Citric Fruit,Chiller,24,-3.0,Expired
Seledri,Leafy Vegetable,Chiller,,-1.0,Expired
Kol,Leafy Vegetable,Freezer,1,29.0,fresh
Bayam,Leafy Vegetable,Freezer,32,-2.0,
Pepaya,tropical fruit,Chiller,7,0.0,Expired
Pisang,Buah Tropis,Freezer,23,7.0,Fresh
Jeruk,Citric Fruit,Freezer,46,14.0,Fresh
Bawang Merah,Root Vegetable,Outside,21,9.0,Fresh
Brokoli,Leafy Vegetable,Refrigerator,1,9.0,Fresh
Sawi,Leafy Vegetable,room temp,1,0.0,Expired
Paprika,Chili Pepper,Outside,5,0.0,Basi
Raspberry,Berry,Chiller,6,-1.0,Expired
Sawi,,Outside,1,0.0,Expired
Tomat,Tropical Fruit,Freezer,69 hari,-9.0,Expired
Raspberry,Berry,Outside,2,0.0,Expired
Tomat,Tropical Fruit,Chiller,8,6.0,Fresh
Paprika,Chili Pepper,kulkas,-5,-999.0,Fresh
Alpukat,Tropical Fruit,,7,0.0,Expired
Blueberry,Berry,Freezer,11,19.0,Fresh
Bawang Putih,Root Vegetable,Freezer,53,127.0,Fresh
Raspberry,Berry,,1,1.0,warning
Apel,Temperate Fruit,frozen,47,43.0,Fresh
Pear,Temperate Fruit,Chiller,18,-4.0,Expired
Cabai Merah,Chili Pepper,Chiller,6,8.0,Fresh
Alpukat,Tropical Fruit,Outside,2,,Soon
Sawi,LEAFY VEGETABLE,Outside,1,0.0,Expired
 Kol,Leafy Vegetable,Outside,2,1.0,Soon
Stroberi,Berry,Outside,1,1.0,Soon
Pisang,Tropical Fruit,freezer,12,18.0,Fresh
Singkong,Root Vegetable,,1,2.0,Soon
Pepaya,Tropical Fruit,Chiller,9 hari,-2.0,Expired
Pakcoy,Leafy Vegetable,Freezer,17,4.0,Fresh
Semangka,Tropical Fruit,,19,11.0,Fresh
Kangkung,Leafy Vegetable,Chiller,5,-1.0,Expired
Kangkung,Leafy Vegetable,Chiller,1,-50.0,Soon
Semangka,Tropical Fruit,Freezer,32,-2.0,
Kangkung,Leafy Vegetable,Outside,0,1.0,Soon
Seledri,Leafy Vegetable,Chiller,2,5.0,Fresh
Pepaya,tropical fruit,beku,5,25.0,Fresh
Brokoli,Leafy Vegetable,Luar,0,,hampir
Bawang Merah,Root Vegetable,Freezer,143,37.0,Fresh
Selada,Leafy Vegetable,Freezer,16,14.0,Fresh
Anggur,Temperate Fruit,Freezer,7,23.0,Fresh
Pakcoy,,Outside,1,0.0,Expired
Pepaya,tropical,Suhu Ruangan,5,-1.0,Expired
Kentang,Root Vegetable,Chiller,2,28.0,Segar
Kunyit,Root Vegetable,Chiller,26,4.0,Fresh
Blueberry,Berry,Freezer,30,,Expired
Stroberi,Berry,Room Temp,1,1.0,Soon
STROBERI,Berry,Beku,34,-4.0,Expired
Raspberry,Berry,Freezer,9,12.0,Fresh
Paprika,Chili Pepper,Freezer,,27.0,Fresh
Bayam,Leafy Vegetable,Freezer,,9.0,Fresh
Singkong,Root Vegetable,Freezer,28,2.0,hampir
Singkong,Root Vegetable,Outside,2,1.0,
Raspberry,Berry,Chiller,2,3.0,Soon
Paprika,Chili Pepper,Freezer,11,49.0,Fresh
Melon,Tropical Fruit,outside,5,0.0,Expired
Selada,Leafy Vegetable,Outside,1,1.0,Soon
Kunyit,Root Vegetable,Chiller,7,23.0,ok
Melon,Tropical Fruit,Outside,2,,Soon
Nanas,Tropical Fruit,Freezer,,24.0,Fresh
Bayam,Leafy Vegetable,Chiller,0,-999.0,Fresh
Stroberi,Berry,Outside,2,0.0,Expired
Jahe,Root Vegetable,Outside,0,14.0,Fresh
Blueberry,Berry,Chiller,4,3.0,Soon
Kangkung,Leafy Vegetable,Outside,0,1.0,warning
Cabai Merah,Chili Pepper,Chiller,12,2.0,Soon
Bawang Putih,Root Vegetable,Freezer,57,123.0,Fresh
Kol,Leafy Vegetable,kulkas,-1,11.0,Fresh
Pisang,Tropical Fruit,Freezer,39,-9.0,
Nanas,Tropical Fruit,Chiller,8,-1.0,Expired
Seledri ,Sayur Daun,Outside,2,0.0,Expired
Pakcoy,Leafy Vegetable,Freezer,5,16.0,Fresh
Pakcoy ,,Freezer,21,0.0,Expired
Kangkung,,frzer,1,29.0,Fresh
Bawang Merah,Akar-akaran,Outside,17,13.0,Fresh
Jeruk Nipis,Citric Fruit,Freezer,53,7.0,Fresh
Bawang Putih,ROOT VEG,Chiller,63,27.0,Fresh
Jeruk Bali,Citric Fruit,Chiller,1,29.0,Fresh
Kentang ,Root Vegetable,Freezer,9,81.0,Fresh
Brokoli,Leafy Vegetable,Outside,0,2.0,Soon
Blueberry,Berry,Chiller,9,-2.0,Expired
 Jeruk,Citric Fruit,Chiller,1,20.0,Fresh
Blueberry,Berry,Outside,1,1.0,Soon
Stroberi,BERRY,Freezer,37,-7.0,Expired
Alpukat,Tropical Fruit,Freezer,11,19.0,Fresh
Blueberry,Berry,Outside,1,1.0,Soon
Lemon,Citric Fruit,,0,7.0,Fresh
Kentang,Root Vegetable,Chiller,9,21.0,Fresh
Jeruk,Citric Fruit,Chiller,24 hari,-3.0,Expired
Semangka,Tropical Fruit,Freezer,32,-2.0,Expired
Cabai Rawit,Chili Pepper,Outside,1,3.0,Soon
Stroberi,Berry,Chiller,0,5.0,Fresh
stroberi,Berry,Outside,0,,Soon
Raspberry,Berry,Freezer,4,17.0,Segar
Bawang Putih,Root Vegetable,Freezer,219,-39.0,Expired
Raspberry,Berry,Chiller,6,-1.0,Expired
Seledri,Leafy Vegetable,Freezer,5,16.0,Fresh
Bayam,Leafy Vegetable,Chiller,2,3.0,soon
Pepaya,Tropical Fruit,Freezer,18,-999.0,Fresh
Singkong,Root Vegetable,Freezer,20,10.0,Fresh
Nanas,Tropical Fruit,Outside,1,4.0,Fresh
Bayam,Leafy Vegetable,Freezer,35,-5.0,Expired
Stroberi,Berry,Chiller,4,1.0,Soon
Pepaya,Buah Tropis,freezer,19,11.0,Fresh
Tomat,Tropical Fruit,frozen,68,-8.0,Expired
Kol,Leafy Vegetable,Chiller,13,1.0,
Blueberry,Berry,Freezer,22,8.0,Fresh
Nanas,Tropical Fruit,frzer,0,30.0,Fresh
Bayam,Leafy Vegetable,Outside,0 hari,,Soon
Pakcoy,Leafy Vegetable,Outside,1,0.0,Expired
Jeruk Bali,Citric Fruit,Chiller,26,4.0,Fresh
Bawang Putih,ROOT VEG,Freezer,142,38.0,Fresh
Apel,Temperate Fruit,Kulkas,15,6.0,Fresh
  Kiwi  ,Temperate Fruit,Freezer,43,17.0,Fresh
Seledri,Sayur Daun,Chiller,3,4.0,Fresh
Jeruk Bali,Citric Fruit,Outside,2,12.0,Fresh
Pepaya,Tropis,Outside,1,3.0,Soon
Wortel,Root Vegetable,Refrigerator,15,6.0,Fresh
Jahe,Root Vegetable,Freezer,80,10.0,Fresh
Stroberi,Berry,Chiller,2,3.0,Soon
Raspberry,Berry,Chiller,0,5.0,Fresh
Pakcoy,Leafy Vegetable,Outside,0,1.0,Soon
Seledri,Leafy Vegetable,Outside,2,0.0,Expired
Semangka,Tropical Fruit,Outside,9,,
Pakcoy,Leafy Vegetable,Outside,1,0.0,Expired
Pakcoy,Leafy Vegetable,Freezer,12,9.0,Fresh
Sawi,Leafy Vegetable,Chiller,0,5.0,Fresh
Cabai Merah,Chili Pepper,Chiller,,9.0,Fresh
Ubi Jalar,Root Vegetable,Freezer,95,-5.0,Expired
Blueberry,Berry,,-1,12.0,Fresh
Bawang Putih,Root Vegetable,Outside,46,-1.0,Expired
Alpukat,Tropis,beku,16,14.0,Fresh
Bawang Merah,Root Vegetable,Outside,23,7.0,
Pisang,Tropical Fruit,Chiller,0,5.0,Fresh
Apel,Temperate Fruit,Outside,6,1.0,Soon
Alpukat,Tropical Fruit,Freezer,27,3.0,Soon
Bawang Merah,Root Vegetable,Outside,33,-3.0,Expired
Cabai Merah,Chili Pepper,,1,4.0,Fresh
Kunyit,root vegetable,Freezer,99,-9.0,Expired
Lemon,Citric Fruit,Outside,5,2.0,Soon
Bawang Merah,Root Vegetable,Chiller,22,38.0,Fresh
Jeruk Nipis,,Freezer,11,49.0,OK
Kol,Leafy Vegetable,Freezer,36,-6.0,Expired
Stroberi,Berry,Chiller,1000,3.0,
Apel,Temperate Fruit,Freezer,82,8.0,Fresh
Tomat,Tropical Fruit,Outside,5,0.0,Expired
Pear,temperate fruit,Outside,2,3.0,Soon
