food_name,food_category,packaging_type,storage_location,is_opened,days_to_expire,days_since_opened,sisa_hari,label
Susu Almond,Produk Olahan Susu,Karton,Chiller,0,231.0,0.0,231.0,Fresh
Jus Sirsak,Produk Minuman,Karton,Chiller,0,31.0,0.0,31.0,Fresh
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,1,4.0,3.0,2.0,Soon
Sosis Ayam,Prod. Protein,Plastik,Chiller,0,59.0,0.0,59.0,Fresh
Soda Jeruk,Produk Minuman,Kaleng,Outside,0,146.0,0.0,146.0,Fresh
Susu Uht Coklat,Produk Olahan Susu,Karton,Chiller,0,99.0,0.0,99.0,Fresh
Biskuit Wafer,Produk Kering,Plastik,Outside,1,118.0,7.0,-2.0,Dead
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,86.0,0.0,86.0,Fresh
Biskuit Oatmeal,Produk Kering,Plastik,Outside,0,45.0,12.0,-5.0,Expired
Nugget Tempe,Produk Protein,Plastik,Freezer,1,42.0,8.0,-5.0,Expired
Air Soda,Produk Minuman,Plastik,Outside,1,190.0,1.0,0.0,Expired
Biskuit Oatmeal,Produk Kering,Plastik,Outside,1,174.0,6.0,1.0,Soon
Sosis Bebek,Produk Protein,Plastik,Chiller,0,64.0,0.0,64.0,Fresh
Kornet Sapi,Produk Kaleng,Kaleng,Outside,1,291.0,1.0,2.0,Soon
Sereal Coklat,Produk Kering,Karton,Outside,0,202.0,0.0,202.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,58.0,2.0,5.0,Soon
Jus Sirsak,Produk Minuman,Karton,Chiller,0,6.0,0.0,6.0,Soon
Biskuit Oatmeal,Produk Kering,Plastik,Outside,1,178.0,10.0,-3.0,Expired
Minuman Energi,Produk Minuman,Kaleng,Outside,1,328.0,1.0,0.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,0,90.0,0.0,90.0,Fresh
Ikan Tuna,Produk Kaleng,Kaleng,Unknown,1,438.0,5.0,-3.0,Expired
Ikan Tuna,Produk Kaleng,Unknown,Outside,1,126.0,1.0,1.0,Soon
Soda Lemon,Produk Minuman,Kaleng,Outside,0,73.0,0.0,73.0,Fresh
Minuman Energi,Produk Minuman,Kaleng,Outside,1,321.0,6.0,-5.0,Expired
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,1,18.0,6.0,-3.0,Expired
Susu Uht Coklat,Produk Olahan Susu,Kardus,Chiller,1,105.0,6.0,-5.0,Expired
Sosis Ikan,Produk Protein,Plastik,Chiller,1,23.0,6.0,250.0,Expired
Susu Uht Vanila,Produk Olahan Susu,Karton,Chiller,1,52.0,2.0,-1.0,Expired
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Unknown,1,377.0,12.0,-3.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,1,147.0,12.0,-3.0,Expired
Teh Tarik,Produk Minuman,Karton,Chiller,0,38.0,0.0,38.0,Fresh
Buah Cocktail,Unknown,Kaleng,Outside,1,182.0,1.0,2.0,Soon
Ikan Makerel,Produk Kaleng,Kaleng,Outside,1,500.0,2.0,0.0,Expired
Susu Bubuk Skim,Produk Olahan Susu,Unknown,Outside,0,500.0,0.0,250.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,1,126.0,8.0,6.0,Soon
Susu Uht Coklat,Produk Olahan Susu,Karton,Chiller,1,108.0,4.0,-3.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freezer,1,94.0,4.0,-1.0,Expired
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,266.0,0.0,250.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Unknown,0,44.0,0.0,44.0,Fresh
Biskuit Digestive,Produk Kering,Plastik,Unknown,0,292.0,0.0,250.0,Fresh
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,47.0,6.0,-50.0,Expired
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,0,4.0,0.0,4.0,Soon
Biskuit Oatmeal,Produk Kering,Plastik,Outside,1,176.0,8.0,-1.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,0,339.0,0.0,250.0,Fresh
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,0,342.0,0.0,250.0,Fresh
Minuman Isotonik,Produk Minuman,Plastik,Outside,1,252.0,4.0,-3.0,Expired
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,0,231.0,0.0,231.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,1,31.0,4.0,-1.0,Expired
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,72.0,1.0,2.0,Soon
Sereal Coklat,Produk Kering,Karton,Outside,0,86.0,0.0,86.0,Fresh
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,0,166.0,0.0,166.0,Fresh
Air Mineral,Produk Minuman,Plastik,Unknown,0,268.0,0.0,250.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Chiller,1,195.0,4.0,1.0,Soon
Sereal Oat,Produk Kering,Karton,Outside,1,364.0,12.0,-2.0,Expired
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,0,58.0,0.0,58.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,1,7.0,5.0,-2.0,Expired
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,19.0,8.0,-5.0,Expired
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,293.0,3.0,-3.0,Expired
Susu Almond,Produk Olahan Susu,Karton,Chiller,1,165.0,4.0,1.0,Soon
Sosis Frankfurter,Produk Protein,Plastik,Chiller,0,11.0,0.0,11.0,Fresh
Biskuit Marie,Unknown,Plastik,Outside,1,28.0,3.0,4.0,Soon
Nugget Ikan,Produk Protein,Plastik,Freezer,0,107.0,0.0,107.0,Fresh
Keju Mozzarella,Unknown,Plastik,Unknown,0,33.0,0.0,33.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,1,96.0,12.0,15.0,Fresh
Sarden Tomat,Produk Kaleng,Kaleng,Outside,1,500.0,4.0,-2.0,Expired
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,321.0,0.0,250.0,Fresh
Sosis Sapi,Produk Protein,Plastik,Chiller,1,35.0,9.0,-4.0,Expired
Jus Jeruk,Produk Minuman,Karton,Chiller,0,51.0,0.0,51.0,Fresh
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,1,19.0,9.0,-4.0,Expired
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Unknown,1,6.0,3.0,-50.0,Expired
Biskuit Marie,Produk Kering,Plastik,Outside,1,68.0,3.0,4.0,Soon
Jus Jeruk,Produk Minuman,Karton,Unknown,0,54.0,0.0,54.0,Fresh
Nugget Sayuran,Prod. Protein,Plastik,Freezer,0,45.0,2.0,1.0,Soon
Sereal Coklat,Produk Kering,Karton,Outside,0,301.0,0.0,250.0,Fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,0,150.0,0.0,150.0,Fresh
Jus Apel,Produk Minuman,Unknown,Chiller,1,17.0,9.0,-4.0,Expired
Susu Evaporasi,Produk Olahan Susu,Kaleng,Unknown,1,251.0,11.0,-4.0,Expired
Susu Bubuk Coklat,Produk Olahan Susu,Unknown,Outside,0,147.0,0.0,147.0,Fresh
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,178.0,0.0,178.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,51.0,4.0,3.0,Soon
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,80.0,0.0,80.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Unknown,0,64.0,0.0,64.0,Fresh
Ikan Salmon,Produk Kaleng,Kaleng,Outside,0,84.0,1.0,1.0,Segera
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,0,7.0,0.0,7.0,Soon
Jus Jeruk,Produk Minuman,Karton,Chiller,1,61.0,7.0,-2.0,Expired
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,1,500.0,3.0,-1.0,Expired
Jus Jeruk,Produk Minuman,Karton,Unknown,1,170.0,3.0,2.0,Soon
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,2.0,0.0,2.0,Soon
Nugget Ayam,Produk Protein,Plastik,Freezer,0,146.0,0.0,146.0,Fresh
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,0,10.0,0.0,10.0,Fresh
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,9.0,5.0,-2.0,Expired
Biskuit Sandwich,Produk Kering,Plastik,Outside,0,67.0,0.0,67.0,Fresh
Jus Jeruk,Produk Minuman,Karton,Chiller,1,110.0,8.0,-3.0,Expired
Susu Uht Stroberi,Produk Olahan Susu,Karton,Chiller,1,-10.0,1.0,0.0,Expired
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,0,37.0,0.0,37.0,Fresh
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,0,146.0,0.0,146.0,Fresh
Sarden Cabai,Produk Kaleng,Kaleng,Outside,1,254.0,7.0,-5.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Unknown,1,56.0,4.0,-3.0,Expired
Biskuit Crackers,Produk Kering,Plastik,Outside,1,125.0,10.0,-3.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,342.0,0.0,250.0,Fresh
Sosis Frozen,Produk Protein,Plastik,Freezer,0,48.0,0.0,48.0,Fresh
Sosis Sapi,Unknown,Plastik,Chiller,0,58.0,0.0,58.0,Fresh
Susu Uht Low Fat,Produk Olahan Susu,Karton,Unknown,1,55.0,9.0,-4.0,Expired
Nugget Ayam,Unknown,Plastik,Freezer,0,136.0,0.0,136.0,Fresh
Ikan Makerel,Produk Kaleng,Kaleng,Outside,0,286.0,0.0,250.0,Fresh
Mie Instan Soto,Produk Kering,Plastik,Unknown,1,277.0,2.0,-2.0,Expired
Yogurt Greek,Produk Olahan Susu,Plastik,Chiller,1,14.0,8.0,-3.0,Expired
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,1,212.0,6.0,-5.0,Expired
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,1,500.0,12.0,6.0,Soon
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,1,500.0,7.0,-4.0,Expired
Sarden Tomat,Produk Kaleng,Kaleng,Outside,0,259.0,0.0,250.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Freezer,1,88.0,7.0,-4.0,Expired
Rambutan Kaleng,Produk Kaleng,Kaleng,Unknown,1,371.0,3.0,0.0,Expired
Keju Edam,Produk Olahan Susu,Plastik,Chiller,1,94.0,12.0,3.0,Soon
Nugget Sayuran,Produk Protein,Plastik,Freezer,1,158.0,6.0,-3.0,Expired
Kornet Ayam,Unknown,Kaleng,Unknown,1,488.0,3.0,0.0,Expired
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,41.0,6.0,-3.0,Expired
Jus Jambu,Produk Minuman,Karton,Chiller,0,80.0,0.0,80.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Freezer,1,161.0,5.0,-2.0,Expired
Teh Botol,Produk Minuman,Botol Kaca,Outside,1,58.0,2.0,1.0,Soon
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,1,500.0,5.0,2.0,Soon
Sarden Tomat,Produk Kaleng,Kaleng,Outside,1,221.0,6.0,-4.0,Expired
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,0,316.0,0.0,250.0,Fresh
Susu Uht Stroberi,Produk Olahan Susu,Karton,Chiller,0,33.0,0.0,33.0,Fresh
Air Mineral,Produk Minuman,Plastik,Outside,1,473.0,1.0,0.0,Expired
Biskuit Crackers,Produk Kering,Plastik,Outside,0,124.0,0.0,124.0,Fresh
Teh Botol,Produk Minuman,glass,Outside,0,1.0,0.0,1.0,Soon
Leci Dalam Sirup,Produk Kaleng,Kaleng,Outside,1,262.0,7.0,-4.0,Expired
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,0,148.0,0.0,148.0,Fresh
Nugget Ayam,Produk Protein,Plastik,Freezer,0,93.0,0.0,93.0,Fresh
Jus Jeruk,Produk Minuman,Karton,Chiller,1,46.0,6.0,-1.0,Expired
Nugget Ikan,Produk Protein,Unknown,Freezer,0,116.0,0.0,116.0,Fresh
Nugget Sapi,Produk Protein,Plastik,Freezer,1,96.0,7.0,-4.0,Expired
Teh Botol,Produk Minuman,Botol Kaca,Outside,0,274.0,0.0,250.0,Fresh
Teh Tarik,Produk Minuman,Karton,Chiller,0,214.0,0.0,214.0,Fresh
Nugget Udang,Unknown,Plastik,Freezer,1,24.0,5.0,-2.0,Expired
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,0,500.0,0.0,231.0,Fresh
Susu Uht Low Fat,Olahan Susu,Karton,Chiller,0,228.0,0.0,228.0,Fresh
Sereal Oat,Produk Kering,Karton,Outside,0,25.0,0.0,25.0,Fresh
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Dingin,0,4.0,0.0,4.0,Soon
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,21.0,6.0,-3.0,Expired
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,1,194.0,1.0,1.0,Soon
Jus Sirsak,Produk Minuman,Karton,Chiller,0,148.0,0.0,148.0,Fresh
Jus Sirsak,Produk Minuman,Karton,Unknown,0,47.0,0.0,47.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,124.0,0.0,124.0,Fresh
Biskuit Crackers,Unknown,Plastik,Outside,1,166.0,12.0,-5.0,Expired
Sosis Ayam,Produk Protein,Plastik,Unknown,0,3.0,0.0,3.0,Soon
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,1,40.0,4.0,1.0,Soon
Sosis Bebek,Produk Protein,Plastik,Unknown,0,50.0,0.0,50.0,Fresh
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,1,143.0,2.0,-1.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,1,322.0,12.0,-3.0,Expired
Ikan Salmon,Produk Kaleng,Kaleng,Outside,0,297.0,0.0,250.0,Fresh
Sosis Ayam,Produk Protein,Unknown,Unknown,0,23.0,0.0,23.0,Fresh
Yogurt Plain,Unknown,Plastik,Chiller,1,24.0,2.0,3.0,Soon
Air Soda,Produk Minuman,Plastik,Unknown,0,113.0,0.0,113.0,Fresh
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,1,35.0,12.0,6.0,Soon
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,0,21.0,0.0,21.0,Fresh
Buah Cocktail,Produk Kaleng,Kaleng,Outside,0,219.0,0.0,219.0,Fresh
Susu Uht Vanila,Produk Olahan Susu,Unknown,Chiller,0,240.0,0.0,240.0,Fresh
Mie Instan Soto,Produk Kering,Unknown,Outside,0,333.0,0.0,250.0,Fresh
Cola Original,Produk Minuman,Kaleng,Outside,1,227.0,6.0,-5.0,Expired
Biskuit Marie,Produk Kering,Plastik,Unknown,1,71.0,7.0,0.0,Expired
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,53.0,0.0,53.0,Fresh
Kornet Ayam,Produk Kaleng,Kaleng,Outside,0,477.0,0.0,250.0,Fresh
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,0,14.0,0.0,14.0,Fresh
Soda Jeruk,Produk Minuman,Kaleng,Outside,1,357.0,4.0,-3.0,Expired
Cola Original,Produk Minuman,Kaleng,Outside,0,159.0,0.0,159.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,Unknown,0,43.0,0.0,43.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,0,54.0,0.0,54.0,Fresh
Ikan Makerel,Produk Kaleng,Kaleng,Outside,0,500.0,0.0,-50.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,Outside,1,283.0,12.0,-1.0,Expired
Sosis Frozen,Produk Protein,Plastik,Freezer,1,100.0,5.0,-2.0,Expired
Teh Kotak Jasmine,Prod. Minuman,Karton,Outside,1,291.0,6.0,-5.0,Expired
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,235.0,5.0,-2.0,Expired
Jus Sirsak,Prod. Minuman,Karton,Chiller,1,178.0,6.0,-3.0,Expired
Nugget Ayam,Produk Protein,Plastik,Freezer,1,21.0,8.0,-5.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,26.0,0.0,26.0,Fresh
Air Soda,Produk Minuman,Plastik,Unknown,0,36.0,0.0,36.0,Fresh
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,1,280.0,12.0,16.0,Fresh
Kornet Sapi,Produk Kaleng,Unknown,Outside,1,500.0,7.0,-4.0,Expired
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,1,62.0,5.0,0.0,Expired
Soda Lemon,Produk Minuman,Kaleng,Outside,0,15.0,0.0,15.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Freezer,0,120.0,0.0,120.0,Fresh
Minuman Energi,Prod. Minuman,Kaleng,Outside,1,339.0,1.0,0.0,Expired
Sereal Coklat,Produk Kering,Karton,Outside,0,271.0,0.0,250.0,Fresh
Sosis Bebek,Produk Protein,Plastik,Chiller,0,44.0,0.0,44.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,0,29.0,0.0,29.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Freezer,1,172.0,2.0,1.0,Soon
Keju Edam,Produk Olahan Susu,Unknown,Unknown,1,95.0,12.0,2.0,Soon
Persik Kaleng,Produk Kaleng,Kaleng,Unknown,1,500.0,6.0,-3.0,Expired
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,239.0,0.0,239.0,Fresh
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,500.0,3.0,0.0,Expired
Biskuit Crackers,Produk Kering,Plastik,Unknown,0,79.0,0.0,79.0,Fresh
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,15.0,5.0,-2.0,Expired
Air Soda,Produk Minuman,Plastik,Outside,0,175.0,0.0,175.0,Fresh
Mangga Kaleng,Unknown,Kaleng,Outside,0,131.0,0.0,131.0,Fresh
Jus Apel,Produk Minuman,Karton,Chiller,0,19.0,0.0,-50.0,Fresh
Yogurt Greek,Produk Olahan Susu,Plastik,Unknown,1,4.0,8.0,-3.0,Expired
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,0,108.0,0.0,108.0,Fresh
Minuman Isotonik,Produk Minuman,Plastik,Outside,0,52.0,1.0,-50.0,Expired
Air Soda,Produk Minuman,Plastik,Outside,1,76.0,5.0,-4.0,Expired
Mie Instan Soto,Produk Kering,Plastik,Unknown,1,186.0,1.0,-1.0,Expired
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,7.0,3.0,0.0,Expired
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,1,354.0,12.0,8.0,Fresh
Sereal Granola,Produk Kering,Karton,Outside,0,115.0,0.0,115.0,Fresh
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,10.0,5.0,-2.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,1,19.0,8.0,-5.0,Expired
Biskuit Mentega,Produk Kering,Kaleng,Outside,0,238.0,0.0,238.0,Fresh
Sereal Muesli,Produk Kering,Karton,Outside,0,33.0,0.0,33.0,Fresh
Susu Uht Vanila,Produk Olahan Susu,Karton,Chiller,1,124.0,6.0,-5.0,Expired
Sereal Granola,Produk Kering,Karton,Outside,1,356.0,2.0,28.0,Fresh
Sereal Cornflakes,Produk Kering,Karton,Outside,1,159.0,12.0,6.0,Soon
Minuman Energi,Produk Minuman,Kaleng,Outside,0,251.0,0.0,250.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,1,124.0,5.0,-4.0,Expired
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,28.0,3.0,0.0,Dead
Susu Uht Stroberi,Produk Olahan Susu,Karton,Chiller,0,59.0,0.0,59.0,Fresh
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,302.0,5.0,-5.0,Expired
Biskuit Crackers,Produk Kering,Plastik,Outside,0,144.0,0.0,144.0,Fresh
Persik Kaleng,Produk Kaleng,Kaleng,Outside,1,500.0,2.0,1.0,Soon
Minuman Energi,Produk Minuman,Kaleng,Outside,1,58.0,3.0,-2.0,Expired
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,0,47.0,0.0,47.0,Fresh
Leci Dalam Sirup,Produk Kaleng,Kaleng,Outside,0,160.0,0.0,160.0,Fresh
Biskuit Wafer,Produk Kering,Plastik,Outside,1,149.0,4.0,1.0,Soon
Sarden Tomat,Produk Kaleng,Kaleng,Outside,1,500.0,7.0,-5.0,Expired
Jus Nanas,Produk Minuman,Karton,Unknown,0,35.0,0.0,35.0,Fresh
Biskuit Marie,Produk Kering,Plastik,Outside,1,28.0,11.0,-4.0,Expired
Sereal Coklat,Produk Kering,Karton,Outside,1,225.0,8.0,13.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Dingin,0,38.0,0.0,38.0,Fresh
Buah Cocktail,Produk Kaleng,Kaleng,Outside,0,500.0,0.0,250.0,Fresh
Ikan Makerel,Produk Kaleng,Unknown,Outside,1,65.0,1.0,1.0,Soon
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,0,18.0,0.0,18.0,Fresh
Jus Mangga,Produk Minuman,Karton,Dingin,0,24.0,0.0,24.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,500.0,3.0,0.0,Expired
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,1,500.0,12.0,10.0,Fresh
Jus Jambu,Produk Minuman,Karton,Chiller,0,53.0,0.0,53.0,Fresh
Sereal Cornflakes,Produk Kering,Karton,Outside,1,238.0,12.0,-2.0,Expired
Sosis Bebek,Produk Protein,Plastik,Chiller,0,32.0,0.0,32.0,Fresh
Susu Uht Vanila,Produk Olahan Susu,Karton,Chiller,1,37.0,6.0,-5.0,Expired
Jus Jeruk,Produk Minuman,Karton,Unknown,1,128.0,9.0,-4.0,Expired
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,0,12.0,0.0,12.0,Fresh
Sarden Tomat,Produk Kaleng,Kaleng,Outside,0,294.0,0.0,250.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Unknown,1,39.0,3.0,0.0,Expired
Yogurt Stroberi,Unknown,Plastik,Chiller,0,27.0,0.0,27.0,Fresh
Biskuit Wafer,Produk Kering,Plastik,Outside,1,163.0,1.0,4.0,Soon
Yogurt Greek,Produk Olahan Susu,Plastik,Unknown,0,11.0,0.0,11.0,Fresh
Sosis Ikan,Protin,Plastik,Chiller,1,12.0,6.0,250.0,Expired
Sosis Bebek,Produk Protein,Plastik,Chiller,1,73.0,8.0,-1.0,Expired
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,10.0,3.0,0.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,Unknown,1,48.0,7.0,-4.0,Expired
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,83.0,0.0,83.0,Fresh
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,1,91.0,7.0,-2.0,Expired
Biskuit Mentega,Produk Kering,Kaleng,Outside,1,93.0,12.0,-3.0,Expired
Keju Edam,Produk Olahan Susu,Plastik,Chiller,1,56.0,2.0,19.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,1,135.0,2.0,-1.0,Expired
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,0,2.0,0.0,2.0,Soon
Mie Instan Goreng,Unknown,Plastik,Outside,1,2.0,4.0,-4.0,Expired
Ikan Makerel,Produk Kaleng,Kaleng,Outside,0,446.0,0.0,250.0,Fresh
Susu Pasteurisasi,Unknown,Plastik,Chiller,1,9.0,5.0,-2.0,Expired
Sosis Ayam,Produk Protein,Plastik,Chiller,0,49.0,0.0,49.0,Fresh
Susu Uht Full Cream,Produk Olahan Susu,Karton,Chiller,0,237.0,0.0,237.0,Fresh
Susu Uht Low Fat,Produk Olahan Susu,Karton,Chiller,1,120.0,1.0,4.0,Soon
Biskuit Wafer,Produk Kering,Plastik,Outside,0,99.0,0.0,99.0,Fresh
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,1,473.0,10.0,4.0,Soon
Teh Botol,Produk Minuman,Botol Kaca,Outside,1,258.0,5.0,-2.0,Expired
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,1,63.0,12.0,4.0,Soon
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,1,329.0,4.0,10.0,Fresh
Biskuit Oreo,Produk Kering,Plastik,Outside,0,159.0,0.0,159.0,Fresh
Cola Zero Sugar,Unknown,Kaleng,Outside,0,325.0,0.0,250.0,Fresh
Cola Original,Produk Minuman,Kaleng,Outside,0,233.0,0.0,233.0,Fresh
Biskuit Wafer,Produk Kering,Plastik,Outside,0,72.0,0.0,72.0,Fresh
Biskuit Digestive,Produk Kering,Plastik,Outside,0,321.0,0.0,250.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,1,500.0,12.0,4.0,Soon
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,1,17.0,1.0,4.0,Soon
Ikan Salmon,Produk Kaleng,Kaleng,Outside,1,72.0,3.0,-1.0,Expired
Sereal Oat,Produk Kering,Karton,Outside,0,48.0,12.0,4.0,Soon
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,1,247.0,12.0,-5.0,Expired
Susu Almond,Produk Olahan Susu,Karton,Chiller,1,69.0,7.0,-2.0,Expired
Keju Parmesan,Produk Olahan Susu,Plastik,Dingin,1,356.0,10.0,20.0,Fresh
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,44.0,5.0,-5.0,Expired
Sosis Sapi,Produk Protein,Plastik,Chiller,1,45.0,10.0,-5.0,Expired
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,79.0,1.0,6.0,Soon
Nugget Ikan,Produk Protein,Plastik,Freezer,0,9.0,0.0,9.0,Fresh
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,0,242.0,0.0,242.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,2.0,3.0,2.0,Soon
Sosis Ayam,Produk Protein,Plastik,Chiller,1,46.0,3.0,2.0,Soon
Nugget Sapi,Produk Protein,Plastik,Freezer,1,83.0,4.0,-1.0,Expired
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,1,255.0,5.0,-2.0,Expired
Teh Botol,Produk Minuman,Botol Kaca,Unknown,0,204.0,0.0,204.0,Fresh
Jagung Manis Kaleng,Unknown,Kaleng,Chiller,1,144.0,7.0,-4.0,Expired
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,0,408.0,0.0,250.0,Fresh
Leci Dalam Sirup,Produk Kaleng,Kaleng,Outside,0,414.0,0.0,250.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,0,57.0,0.0,57.0,Fresh
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,19.0,0.0,19.0,Fresh
Susu Uht Coklat,Produk Olahan Susu,Karton,Chiller,0,227.0,0.0,250.0,Fresh
Sosis Ayam,Produk Protein,Plastik,Chiller,1,26.0,1.0,4.0,Soon
Nugget Udang,Prod. Protein,Plastik,Freezer,1,90.0,4.0,-1.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,3.0,0.0,3.0,Soon
