nama_item,jenis_item,lokasi_penyimpanan,hari_sejak_pembelian,sisa_hari,label
Tomat,Sayur,Suhu Ruang,1,0,Busuk
Anggur,Buah,Suhu Ruang,0,0,Busuk
Tomat,Sayur,Suhu Ruang,6,6,Segar
Wortel,Sayur,Pendingin,2,0,Busuk
Anggur,Buah,Suhu Ruang,3,8,Matang
Apel,Buah,Suhu Ruang,6,9,Mentah
Cabe,Sayur,Suhu Ruang,1,7,Segar
Pisang,Buah,Suhu Ruang,5,7,Mentah
Apel,Buah,Pembeku,1,2,Busuk
Wortel,Sayur,Pembeku,0,0,Busuk
Kentang,Sayur,Pembeku,2,11,Busuk
Anggur,Buah,Suhu Ruang,3,2,Terlalu Matang
Mangga,Buah,Pembeku,0,28,Matang
Tomat,Sayur,Pembeku,5,28,Segar
Mangga,Buah,Suhu Ruang,0,0,Busuk
Pisang,Buah,Pembeku,0,10,Terlalu Matang
Pisang,Buah,Suhu Ruang,1,3,Terlalu Matang
Timun,Sayur,Suhu Ruang,1,1,Busuk
Cabe,Sayur,Pendingin,2,3,Busuk
Kentang,Sayur,Pendingin,5,31,Segar
Wortel,Sayur,Pendingin,5,17,Segar
Timun,Sayur,Pendingin,5,10,Segar
Mangga,Buah,Pembeku,0,7,Terlalu Matang
Cabe,Sayur,Suhu Ruang,2,0,Busuk
Mangga,Buah,Pembeku,1,26,Matang
Tomat,Sayur,Suhu Ruang,0,0,Busuk
Kentang,Sayur,Pembeku,1,0,Busuk
Kentang,Sayur,Suhu Ruang,1,8,Segar
Tomat,Sayur,Suhu Ruang,2,10,Segar
Wortel,Sayur,Pendingin,1,38,Segar
Anggur,Buah,Pembeku,5,25,Matang
Mangga,Buah,Pembeku,2,38,Mentah
Mangga,Buah,Pendingin,4,11,Matang
Cabe,Sayur,Suhu Ruang,1,12,Segar
Mangga,Buah,Pembeku,1,1,Busuk
Apel,Buah,Suhu Ruang,5,16,Mentah
Pisang,Buah,Pembeku,0,1,Busuk
Tomat,Sayur,Pendingin,0,17,Segar
Cabe,Sayur,Pembeku,2,2,Busuk
Timun,Sayur,Suhu Ruang,2,0,Busuk
Timun,Sayur,Pembeku,2,5,Busuk
Jeruk,Buah,Suhu Ruang,6,14,Mentah
Cabe,Sayur,Pembeku,0,5,Busuk
Apel,Buah,Pendingin,3,7,Terlalu Matang
Wortel,Sayur,Suhu Ruang,1,16,Segar
Timun,Sayur,Pembeku,1,0,Busuk
Pisang,Buah,Pembeku,1,2,Busuk
Cabe,Sayur,Pembeku,4,36,Segar
Cabe,Sayur,Pendingin,1,11,Segar
Pisang,Buah,Suhu Ruang,2,7,Matang
Jeruk,Buah,Pembeku,1,3,Busuk
Wortel,Sayur,Suhu Ruang,0,1,Busuk
Timun,Sayur,Pembeku,2,6,Busuk
Mangga,Buah,Pembeku,0,1,Busuk
Cabe,Sayur,Suhu Ruang,2,1,Busuk
Cabe,Sayur,Pembeku,0,7,Busuk
Pisang,Buah,Pembeku,0,2,Busuk
Mangga,Buah,Pembeku,0,2,Busuk
Mangga,Buah,Suhu Ruang,0,0,Busuk
Timun,Sayur,Pendingin,0,0,Busuk
Mangga,Buah,Pendingin,1,14,Matang
Jeruk,Buah,Suhu Ruang,4,9,Matang
Cabe,Sayur,Pendingin,5,11,Segar
Cabe,Sayur,Pendingin,5,29,Segar
Tomat,Sayur,Pembeku,0,4,Busuk
Timun,Sayur,Pendingin,0,1,Busuk
Cabe,Sayur,Suhu Ruang,2,1,Busuk
Timun,Sayur,Pendingin,1,1,Busuk
Kentang,Sayur,Pendingin,2,0,Busuk
Kentang,Sayur,Pendingin,0,41,Segar
Kentang,Sayur,Pembeku,0,11,Busuk
Pisang,Buah,Suhu Ruang,2,2,Terlalu Matang
Anggur,Buah,Pembeku,0,13,Terlalu Matang
Pisang,Buah,Suhu Ruang,1,2,Terlalu Matang
Anggur,Buah,Pembeku,0,2,Busuk
Kentang,Sayur,Pembeku,0,8,Busuk
Pisang,Buah,Pembeku,0,0,Busuk
Tomat,Sayur,Pembeku,5,37,Segar
Tomat,Sayur,Pendingin,2,1,Busuk
Kentang,Sayur,Pendingin,0,4,Busuk
Apel,Buah,Pembeku,1,41,Matang
Timun,Sayur,Pendingin,3,18,Segar
Wortel,Sayur,Pembeku,0,3,Busuk
Anggur,Buah,Suhu Ruang,2,5,Matang
Kentang,Sayur,Suhu Ruang,1,0,Busuk
Apel,Buah,Suhu Ruang,0,0,Busuk
Anggur,Buah,Pembeku,3,35,Mentah
Jeruk,Buah,Pendingin,1,5,Terlalu Matang
Apel,Buah,Suhu Ruang,1,3,Terlalu Matang
Jeruk,Buah,Suhu Ruang,1,3,Terlalu Matang
Apel,Buah,Suhu Ruang,1,1,Busuk
Timun,Sayur,Pembeku,2,1,Busuk
Apel,Buah,Pendingin,1,1,Busuk
Timun,Sayur,Pembeku,1,5,Busuk
Apel,Buah,Pendingin,4,30,Mentah
Tomat,Sayur,Pembeku,4,25,Segar
Kentang,Sayur,Pembeku,6,39,Segar
Timun,Sayur,Pendingin,0,0,Busuk
Jeruk,Buah,Pembeku,2,18,Terlalu Matang
Jeruk,Buah,Pendingin,1,19,Mentah
Pisang,Buah,Pendingin,5,22,Mentah
Kentang,Sayur,Pendingin,4,34,Segar
Tomat,Sayur,Suhu Ruang,3,8,Segar
Wortel,Sayur,Pendingin,0,4,Busuk
Anggur,Buah,Pembeku,3,10,Terlalu Matang
Cabe,Sayur,Pembeku,2,5,Busuk
Wortel,Sayur,Pembeku,2,3,Busuk
Anggur,Buah,Pendingin,5,13,Matang
Cabe,Sayur,Suhu Ruang,2,0,Busuk
Tomat,Sayur,Pembeku,5,27,Segar
Mangga,Buah,Suhu Ruang,3,4,Matang
Wortel,Sayur,Suhu Ruang,1,2,Busuk
Wortel,Sayur,Suhu Ruang,0,6,Segar
Jeruk,Buah,Pendingin,1,28,Mentah
Pisang,Buah,Suhu Ruang,3,2,Terlalu Matang
Mangga,Buah,Pendingin,5,10,Matang
Kentang,Sayur,Suhu Ruang,3,15,Segar
Jeruk,Buah,Suhu Ruang,6,10,Mentah
Cabe,Sayur,Pendingin,2,2,Busuk
Timun,Sayur,Pendingin,2,0,Busuk
Cabe,Sayur,Suhu Ruang,0,0,Busuk
Pisang,Buah,Suhu Ruang,0,8,Mentah
Apel,Buah,Suhu Ruang,1,9,Matang
Cabe,Sayur,Pendingin,1,22,Segar
Jeruk,Buah,Pembeku,0,2,Busuk
Apel,Buah,Pembeku,1,10,Terlalu Matang
Pisang,Buah,Pendingin,2,15,Matang
Pisang,Buah,Suhu Ruang,2,5,Matang
Tomat,Sayur,Suhu Ruang,0,0,Busuk
Jeruk,Buah,Suhu Ruang,3,9,Matang
Pisang,Buah,Suhu Ruang,3,1,Terlalu Matang
Mangga,Buah,Suhu Ruang,1,0,Busuk
Pisang,Buah,Suhu Ruang,0,0,Busuk
Wortel,Sayur,Suhu Ruang,4,15,Segar
Apel,Buah,Pembeku,1,28,Matang
Cabe,Sayur,Pembeku,1,0,Busuk
Timun,Sayur,Pendingin,4,24,Segar
Anggur,Buah,Suhu Ruang,0,9,Matang
Apel,Buah,Pendingin,1,8,Terlalu Matang
Cabe,Sayur,Pendingin,6,27,Segar
Kentang,Sayur,Pendingin,0,2,Busuk
Timun,Sayur,Pembeku,0,2,Busuk
Timun,Sayur,Suhu Ruang,6,5,Segar
Tomat,Sayur,Pendingin,1,2,Busuk
Cabe,Sayur,Pendingin,2,3,Busuk
Tomat,Sayur,Suhu Ruang,1,1,Busuk
Kentang,Sayur,Pembeku,0,8,Busuk
Timun,Sayur,Pendingin,3,9,Segar
Wortel,Sayur,Pendingin,1,3,Busuk
Timun,Sayur,Suhu Ruang,5,11,Segar
Timun,Sayur,Pendingin,1,1,Busuk
Tomat,Sayur,Suhu Ruang,2,1,Busuk
Mangga,Buah,Suhu Ruang,2,2,Terlalu Matang
Pisang,Buah,Suhu Ruang,2,2,Terlalu Matang
Apel,Buah,Pendingin,0,15,Matang
Mangga,Buah,Suhu Ruang,3,3,Terlalu Matang
Pisang,Buah,Pendingin,4,20,Mentah
Pisang,Buah,Pendingin,1,5,Terlalu Matang
Apel,Buah,Pembeku,0,2,Busuk
Cabe,Sayur,Pembeku,0,7,Busuk
Kentang,Sayur,Pendingin,0,1,Busuk
Jeruk,Buah,Suhu Ruang,5,10,Matang
Kentang,Sayur,Pembeku,2,34,Segar
Kentang,Sayur,Suhu Ruang,1,0,Busuk
Apel,Buah,Pendingin,5,19,Matang
Timun,Sayur,Pembeku,0,3,Busuk
Anggur,Buah,Pendingin,1,6,Terlalu Matang
Tomat,Sayur,Pendingin,0,17,Segar
Mangga,Buah,Suhu Ruang,0,0,Busuk
Tomat,Sayur,Suhu Ruang,4,6,Segar
Wortel,Sayur,Pembeku,2,7,Busuk
Pisang,Buah,Pembeku,6,25,Mentah
Kentang,Sayur,Pendingin,2,5,Busuk
Anggur,Buah,Suhu Ruang,1,6,Matang
Pisang,Buah,Pendingin,5,8,Matang
Jeruk,Buah,Pembeku,4,38,Mentah
Cabe,Sayur,Suhu Ruang,2,5,Segar
Mangga,Buah,Suhu Ruang,1,0,Busuk
Mangga,Buah,Pendingin,1,0,Busuk
Pisang,Buah,Suhu Ruang,5,6,Mentah
Mangga,Buah,Pendingin,1,0,Busuk
Jeruk,Buah,Pembeku,1,2,Busuk
Cabe,Sayur,Suhu Ruang,0,7,Segar
Kentang,Sayur,Suhu Ruang,1,2,Busuk
Timun,Sayur,Pendingin,0,20,Segar
Wortel,Sayur,Suhu Ruang,2,0,Busuk
Kentang,Sayur,Pembeku,2,5,Busuk
Pisang,Buah,Suhu Ruang,0,0,Busuk
Anggur,Buah,Pembeku,0,15,Terlalu Matang
Tomat,Sayur,Pendingin,6,8,Segar
Anggur,Buah,Suhu Ruang,5,7,Matang
Anggur,Buah,Pendingin,0,4,Terlalu Matang
Pisang,Buah,Pembeku,1,37,Mentah
Wortel,Sayur,Pendingin,1,0,Busuk
Pisang,Buah,Suhu Ruang,4,7,Mentah
Cabe,Sayur,Suhu Ruang,3,7,Segar
Mangga,Buah,Pembeku,0,3,Busuk
Anggur,Buah,Suhu Ruang,1,0,Busuk
Kentang,Sayur,Suhu Ruang,1,1,Busuk
Wortel,Sayur,Suhu Ruang,0,12,Segar
Anggur,Buah,Suhu Ruang,3,8,Matang
Wortel,Sayur,Suhu Ruang,2,10,Segar
Mangga,Buah,Pendingin,5,11,Matang
Jeruk,Buah,Suhu Ruang,0,2,Terlalu Matang
Mangga,Buah,Pembeku,3,11,Terlalu Matang
Mangga,Buah,Pembeku,2,37,Mentah
Anggur,Buah,Pendingin,0,1,Busuk
Wortel,Sayur,Pendingin,0,2,Busuk
Timun,Sayur,Pembeku,0,5,Busuk
Tomat,Sayur,Suhu Ruang,4,11,Segar
Jeruk,Buah,Pendingin,0,2,Busuk
Pisang,Buah,Pendingin,4,19,Mentah
Wortel,Sayur,Pendingin,2,0,Busuk
Timun,Sayur,Pendingin,2,2,Busuk
Apel,Buah,Pendingin,5,22,Matang
Cabe,Sayur,Suhu Ruang,5,7,Segar
Anggur,Buah,Suhu Ruang,1,0,Busuk
Jeruk,Buah,Pendingin,4,22,Mentah
Jeruk,Buah,Pendingin,3,25,Mentah
Jeruk,Buah,Suhu Ruang,1,0,Busuk
Apel,Buah,Pendingin,3,12,Matang
Wortel,Sayur,Pembeku,0,31,Segar
Pisang,Buah,Pembeku,0,2,Busuk
Timun,Sayur,Suhu Ruang,0,1,Busuk
Wortel,Sayur,Suhu Ruang,6,8,Segar
Pisang,Buah,Pembeku,4,23,Mentah
Wortel,Sayur,Suhu Ruang,4,10,Segar
Apel,Buah,Pendingin,1,17,Matang
Apel,Buah,Suhu Ruang,1,0,Busuk
Pisang,Buah,Pendingin,6,11,Mentah
Jeruk,Buah,Pendingin,2,6,Terlalu Matang
Jeruk,Buah,Suhu Ruang,5,11,Matang
Wortel,Sayur,Pembeku,1,3,Busuk
Wortel,Sayur,Suhu Ruang,6,11,Segar
Tomat,Sayur,Pendingin,4,15,Segar
Pisang,Buah,Pendingin,1,19,Mentah
Cabe,Sayur,Suhu Ruang,0,10,Segar
Timun,Sayur,Suhu Ruang,1,0,Busuk
Cabe,Sayur,Pendingin,2,0,Busuk
Mangga,Buah,Suhu Ruang,0,0,Busuk
Jeruk,Buah,Pendingin,0,8,Terlalu Matang
Jeruk,Buah,Pembeku,2,17,Terlalu Matang
Timun,Sayur,Pembeku,6,18,Segar
Anggur,Buah,Pembeku,4,38,Mentah
Anggur,Buah,Pendingin,5,17,Matang
Apel,Buah,Suhu Ruang,2,8,Matang
Cabe,Sayur,Pembeku,0,3,Busuk
Anggur,Buah,Suhu Ruang,5,8,Matang
Jeruk,Buah,Pendingin,1,1,Busuk
Wortel,Sayur,Suhu Ruang,2,2,Busuk
Kentang,Sayur,Suhu Ruang,6,8,Segar
Apel,Buah,Pendingin,0,0,Busuk
Mangga,Buah,Suhu Ruang,3,11,Mentah
Anggur,Buah,Pendingin,1,1,Busuk
Wortel,Sayur,Pendingin,2,1,Busuk
Wortel,Sayur,Suhu Ruang,0,1,Busuk
Anggur,Buah,Pendingin,3,4,Terlalu Matang
Timun,Sayur,Pembeku,5,23,Segar
Anggur,Buah,Pendingin,1,1,Busuk
Timun,Sayur,Suhu Ruang,5,7,Segar
Pisang,Buah,Pendingin,0,15,Matang
Tomat,Sayur,Pembeku,1,5,Busuk
Wortel,Sayur,Pembeku,2,3,Busuk
Timun,Sayur,Pembeku,1,3,Busuk
Wortel,Sayur,Suhu Ruang,0,1,Busuk
Pisang,Buah,Pendingin,3,11,Matang
Cabe,Sayur,Pendingin,1,3,Busuk
Apel,Buah,Pendingin,4,22,Matang
Mangga,Buah,Pembeku,3,23,Matang
Cabe,Sayur,Suhu Ruang,1,11,Segar
Wortel,Sayur,Pendingin,2,3,Busuk
Mangga,Buah,Pembeku,3,11,Terlalu Matang
Kentang,Sayur,Suhu Ruang,0,15,Segar
Cabe,Sayur,Suhu Ruang,2,1,Busuk
Timun,Sayur,Pembeku,6,41,Segar
Jeruk,Buah,Pembeku,1,4,Busuk
Apel,Buah,Pembeku,2,18,Terlalu Matang
Tomat,Sayur,Pembeku,2,16,Segar
Mangga,Buah,Pendingin,5,14,Matang
Anggur,Buah,Suhu Ruang,1,6,Matang
Mangga,Buah,Suhu Ruang,1,8,Mentah
Timun,Sayur,Pembeku,1,5,Busuk
Pisang,Buah,Suhu Ruang,1,0,Busuk
Timun,Sayur,Pendingin,2,2,Busuk
Pisang,Buah,Pendingin,0,12,Matang
Mangga,Buah,Suhu Ruang,4,5,Matang
Pisang,Buah,Pendingin,1,13,Matang
Kentang,Sayur,Pembeku,0,1,Busuk
Apel,Buah,Pendingin,1,0,Busuk
Jeruk,Buah,Pembeku,1,41,Matang
Apel,Buah,Pembeku,3,17,Terlalu Matang
Pisang,Buah,Pembeku,5,24,Matang
Kentang,Sayur,Suhu Ruang,2,1,Busuk
Anggur,Buah,Pendingin,0,26,Mentah
Cabe,Sayur,Suhu Ruang,6,13,Segar
Tomat,Sayur,Pembeku,1,3,Busuk
Kentang,Sayur,Suhu Ruang,1,2,Busuk
Timun,Sayur,Suhu Ruang,1,1,Busuk
Jeruk,Buah,Suhu Ruang,5,15,Mentah
Mangga,Buah,Pendingin,0,0,Busuk
Jeruk,Buah,Pendingin,1,2,Busuk
Anggur,Buah,Suhu Ruang,3,3,Terlalu Matang
Pisang,Buah,Pembeku,0,31,Matang
Tomat,Sayur,Pembeku,0,35,Segar
Mangga,Buah,Pendingin,1,1,Busuk
Jeruk,Buah,Pendingin,3,23,Mentah
Wortel,Sayur,Suhu Ruang,0,9,Segar
Kentang,Sayur,Pembeku,0,3,Busuk
Tomat,Sayur,Suhu Ruang,2,9,Segar
Tomat,Sayur,Pendingin,2,1,Busuk
Apel,Buah,Pendingin,1,2,Busuk
Kentang,Sayur,Suhu Ruang,4,11,Segar
Jeruk,Buah,Pendingin,4,21,Mentah
Timun,Sayur,Pembeku,1,0,Busuk
Cabe,Sayur,Pembeku,1,7,Busuk
Timun,Sayur,Suhu Ruang,2,0,Busuk
Timun,Sayur,Pembeku,2,0,Busuk
Tomat,Sayur,Pembeku,0,0,Busuk
Anggur,Buah,Suhu Ruang,1,0,Busuk
Pisang,Buah,Pembeku,0,1,Busuk
Wortel,Sayur,Pembeku,6,37,Segar
Pisang,Buah,Suhu Ruang,3,9,Mentah
Anggur,Buah,Pendingin,3,22,Mentah
Pisang,Buah,Pendingin,3,4,Terlalu Matang
Anggur,Buah,Pendingin,1,1,Busuk
Kentang,Sayur,Pendingin,4,18,Segar
Mangga,Buah,Pembeku,0,12,Terlalu Matang
Cabe,Sayur,Pembeku,5,35,Segar
Pisang,Buah,Pembeku,4,19,Matang
Wortel,Sayur,Pendingin,2,15,Segar
Pisang,Buah,Pendingin,0,9,Matang
Tomat,Sayur,Pendingin,1,18,Segar
Pisang,Buah,Pendingin,3,14,Matang
Jeruk,Buah,Pembeku,1,4,Busuk
Pisang,Buah,Pendingin,1,5,Terlalu Matang
Mangga,Buah,Suhu Ruang,1,2,Terlalu Matang
Timun,Sayur,Pembeku,1,0,Busuk
Pisang,Buah,Pendingin,5,16,Mentah
Timun,Sayur,Pendingin,6,14,Segar
Mangga,Buah,Pendingin,1,0,Busuk
Wortel,Sayur,Suhu Ruang,3,19,Segar
Anggur,Buah,Suhu Ruang,1,2,Terlalu Matang
Cabe,Sayur,Pembeku,3,32,Segar
Pisang,Buah,Pendingin,2,6,Terlalu Matang
Jeruk,Buah,Pendingin,1,1,Busuk
Pisang,Buah,Pembeku,2,10,Terlalu Matang
Cabe,Sayur,Pembeku,0,6,Busuk
Mangga,Buah,Pendingin,3,6,Terlalu Matang
Tomat,Sayur,Pendingin,5,21,Segar
Mangga,Buah,Pembeku,0,0,Busuk
Pisang,Buah,Suhu Ruang,0,1,Terlalu Matang
Pisang,Buah,Suhu Ruang,0,0,Busuk
Cabe,Sayur,Suhu Ruang,4,10,Segar
Pisang,Buah,Suhu Ruang,0,0,Busuk
Mangga,Buah,Pendingin,5,17,Matang
Mangga,Buah,Pendingin,1,0,Busuk
Timun,Sayur,Suhu Ruang,2,7,Segar
Jeruk,Buah,Pembeku,5,29,Matang
Timun,Sayur,Pendingin,2,1,Busuk
Anggur,Buah,Pendingin,0,19,Mentah
Tomat,Sayur,Pendingin,3,8,Segar
Wortel,Sayur,Pendingin,1,4,Busuk
Jeruk,Buah,Suhu Ruang,2,6,Matang
Anggur,Buah,Pendingin,0,11,Matang
Mangga,Buah,Pembeku,3,13,Terlalu Matang
Mangga,Buah,Pendingin,3,6,Terlalu Matang
Tomat,Sayur,Pembeku,1,4,Busuk
Cabe,Sayur,Pembeku,6,30,Segar
Mangga,Buah,Suhu Ruang,1,8,Mentah
Apel,Buah,Pendingin,0,2,Busuk
Kentang,Sayur,Suhu Ruang,0,0,Busuk
Pisang,Buah,Pembeku,0,2,Busuk
Cabe,Sayur,Pendingin,3,22,Segar
Mangga,Buah,Pembeku,0,0,Busuk
Anggur,Buah,Suhu Ruang,4,7,Matang
Wortel,Sayur,Pendingin,6,38,Segar
Anggur,Buah,Pendingin,0,0,Busuk
Kentang,Sayur,Pendingin,0,1,Busuk
Mangga,Buah,Pendingin,1,14,Matang
Kentang,Sayur,Pendingin,2,2,Busuk
Wortel,Sayur,Pembeku,2,7,Busuk
Apel,Buah,Pendingin,2,5,Terlalu Matang
Kentang,Sayur,Pendingin,5,37,Segar
Pisang,Buah,Suhu Ruang,1,0,Busuk
Pisang,Buah,Suhu Ruang,1,0,Busuk
Anggur,Buah,Pendingin,5,23,Mentah
Pisang,Buah,Pendingin,0,0,Busuk
Tomat,Sayur,Pendingin,1,11,Segar
Jeruk,Buah,Suhu Ruang,1,4,Terlalu Matang
Cabe,Sayur,Suhu Ruang,0,14,Segar
Wortel,Sayur,Pendingin,0,20,Segar
Tomat,Sayur,Pembeku,1,26,Segar
Tomat,Sayur,Suhu Ruang,2,10,Segar
Wortel,Sayur,Suhu Ruang,1,0,Busuk
Mangga,Buah,Pembeku,5,22,Matang
Pisang,Buah,Suhu Ruang,0,6,Mentah
Wortel,Sayur,Pendingin,2,17,Segar
Kentang,Sayur,Pendingin,1,2,Busuk
Kentang,Sayur,Suhu Ruang,2,0,Busuk
Jeruk,Buah,Pendingin,3,22,Matang
Cabe,Sayur,Pembeku,6,37,Segar
Pisang,Buah,Suhu Ruang,3,6,Mentah
Kentang,Sayur,Pembeku,0,10,Busuk
Mangga,Buah,Suhu Ruang,4,7,Mentah
Pisang,Buah,Suhu Ruang,2,2,Terlalu Matang
Jeruk,Buah,Suhu Ruang,1,1,Busuk
Anggur,Buah,Pembeku,1,1,Busuk
Anggur,Buah,Suhu Ruang,5,5,Matang
Pisang,Buah,Suhu Ruang,1,8,Mentah
Anggur,Buah,Pendingin,5,16,Matang
Anggur,Buah,Pembeku,5,39,Mentah
Pisang,Buah,Pembeku,1,33,Mentah
Tomat,Sayur,Suhu Ruang,0,0,Busuk
Jeruk,Buah,Pembeku,5,39,Matang
Tomat,Sayur,Pembeku,2,5,Busuk
Cabe,Sayur,Pendingin,3,17,Segar
Anggur,Buah,Pembeku,1,12,Terlalu Matang
Kentang,Sayur,Pendingin,3,24,Segar
Mangga,Buah,Suhu Ruang,1,5,Matang
Timun,Sayur,Pembeku,6,21,Segar
Anggur,Buah,Pendingin,3,4,Terlalu Matang
Kentang,Sayur,Pendingin,3,32,Segar
Mangga,Buah,Pembeku,0,13,Terlalu Matang
Kentang,Sayur,Pendingin,2,2,Busuk
Tomat,Sayur,Suhu Ruang,0,0,Busuk
Anggur,Buah,Pendingin,3,13,Matang
Mangga,Buah,Pendingin,0,4,Terlalu Matang
Apel,Buah,Pembeku,3,16,Terlalu Matang
Kentang,Sayur,Suhu Ruang,4,18,Segar
Tomat,Sayur,Pembeku,2,35,Segar
Kentang,Sayur,Suhu Ruang,0,1,Busuk
Anggur,Buah,Pendingin,1,0,Busuk
Pisang,Buah,Pendingin,0,17,Mentah
Timun,Sayur,Pembeku,0,4,Busuk
Pisang,Buah,Pembeku,6,29,Mentah
Kentang,Sayur,Suhu Ruang,0,1,Busuk
Wortel,Sayur,Suhu Ruang,1,17,Segar
Anggur,Buah,Pendingin,4,19,Mentah
Cabe,Sayur,Suhu Ruang,0,6,Segar
Kentang,Sayur,Pembeku,2,1,Busuk
Cabe,Sayur,Suhu Ruang,2,9,Segar
Kentang,Sayur,Pendingin,2,4,Busuk
Timun,Sayur,Pendingin,3,21,Segar
Tomat,Sayur,Suhu Ruang,3,11,Segar
Mangga,Buah,Pembeku,0,14,Terlalu Matang
Mangga,Buah,Pendingin,4,16,Matang
Tomat,Sayur,Suhu Ruang,1,1,Busuk
Jeruk,Buah,Suhu Ruang,2,4,Terlalu Matang
Tomat,Sayur,Suhu Ruang,2,1,Busuk
Cabe,Sayur,Pembeku,4,37,Segar
Timun,Sayur,Pendingin,2,3,Busuk
Timun,Sayur,Pendingin,5,10,Segar
Jeruk,Buah,Pendingin,1,0,Busuk
Jeruk,Buah,Pendingin,3,8,Terlalu Matang
Pisang,Buah,Pembeku,0,1,Busuk
Wortel,Sayur,Pembeku,1,9,Busuk
Mangga,Buah,Suhu Ruang,2,5,Matang
Kentang,Sayur,Pendingin,1,1,Busuk
Mangga,Buah,Suhu Ruang,4,6,Matang
Kentang,Sayur,Suhu Ruang,1,0,Busuk
Apel,Buah,Pendingin,2,15,Matang
Anggur,Buah,Pendingin,1,18,Mentah
Mangga,Buah,Pendingin,2,19,Mentah
Cabe,Sayur,Suhu Ruang,2,2,Busuk
Tomat,Sayur,Suhu Ruang,0,1,Busuk
Mangga,Buah,Suhu Ruang,0,8,Mentah
Cabe,Sayur,Pembeku,2,1,Busuk
Kentang,Sayur,Pembeku,4,37,Segar
Tomat,Sayur,Pendingin,0,15,Segar
Timun,Sayur,Pendingin,3,19,Segar
Jeruk,Buah,Pembeku,1,0,Busuk
Tomat,Sayur,Suhu Ruang,5,4,Segar
Apel,Buah,Suhu Ruang,2,9,Mentah
Wortel,Sayur,Pendingin,2,2,Busuk
Pisang,Buah,Pembeku,3,9,Terlalu Matang
Mangga,Buah,Pendingin,0,1,Busuk
Pisang,Buah,Pembeku,1,3,Busuk
Pisang,Buah,Pembeku,4,26,Matang
Timun,Sayur,Pendingin,0,1,Busuk
Apel,Buah,Pembeku,1,2,Busuk
Tomat,Sayur,Pendingin,1,1,Busuk
Tomat,Sayur,Suhu Ruang,1,11,Segar
Mangga,Buah,Suhu Ruang,1,0,Busuk
Apel,Buah,Pembeku,0,17,Terlalu Matang
Jeruk,Buah,Pendingin,0,1,Busuk
Jeruk,Buah,Suhu Ruang,6,14,Mentah
Wortel,Sayur,Suhu Ruang,2,17,Segar
Apel,Buah,Suhu Ruang,1,0,Busuk
Apel,Buah,Suhu Ruang,3,7,Matang
Jeruk,Buah,Pendingin,2,5,Terlalu Matang
Kentang,Sayur,Pembeku,0,7,Busuk
Apel,Buah,Suhu Ruang,5,11,Mentah
Timun,Sayur,Pendingin,2,18,Segar
Pisang,Buah,Pendingin,3,6,Terlalu Matang
Wortel,Sayur,Suhu Ruang,4,17,Segar
Jeruk,Buah,Pembeku,1,5,Busuk
Mangga,Buah,Pendingin,2,10,Matang
Jeruk,Buah,Pembeku,3,11,Terlalu Matang
Cabe,Sayur,Pendingin,0,3,Busuk
Tomat,Sayur,Pendingin,0,2,Busuk
Jeruk,Buah,Pendingin,0,1,Busuk
Kentang,Sayur,Suhu Ruang,1,10,Segar
Cabe,Sayur,Suhu Ruang,5,10,Segar
Kentang,Sayur,Suhu Ruang,5,14,Segar
Cabe,Sayur,Pendingin,1,0,Busuk
Cabe,Sayur,Pendingin,4,20,Segar
Pisang,Buah,Suhu Ruang,1,7,Matang
Apel,Buah,Pembeku,1,27,Matang
Tomat,Sayur,Pembeku,2,29,Segar
Cabe,Sayur,Pembeku,2,3,Busuk
Jeruk,Buah,Suhu Ruang,2,3,Terlalu Matang
Cabe,Sayur,Pembeku,1,3,Busuk
Wortel,Sayur,Pendingin,1,1,Busuk
Anggur,Buah,Pendingin,1,8,Terlalu Matang
Cabe,Sayur,Pendingin,6,11,Segar
Pisang,Buah,Pembeku,0,12,Terlalu Matang
Kentang,Sayur,Pendingin,4,24,Segar
Kentang,Sayur,Suhu Ruang,5,20,Segar
Wortel,Sayur,Pendingin,0,2,Busuk
Timun,Sayur,Pendingin,2,2,Busuk
Jeruk,Buah,Suhu Ruang,2,11,Matang
Pisang,Buah,Pembeku,2,7,Terlalu Matang
Tomat,Sayur,Suhu Ruang,0,1,Busuk
Mangga,Buah,Pendingin,3,4,Terlalu Matang
Apel,Buah,Suhu Ruang,3,3,Terlalu Matang
Tomat,Sayur,Pembeku,1,4,Busuk
Apel,Buah,Suhu Ruang,5,15,Mentah
Pisang,Buah,Pendingin,1,5,Terlalu Matang
Apel,Buah,Pembeku,1,35,Mentah
Pisang,Buah,Pendingin,2,8,Matang
Wortel,Sayur,Suhu Ruang,1,1,Busuk
Mangga,Buah,Pendingin,2,4,Terlalu Matang
Kentang,Sayur,Pembeku,6,37,Segar
Wortel,Sayur,Pendingin,2,3,Busuk
Anggur,Buah,Suhu Ruang,0,3,Terlalu Matang
Apel,Buah,Pendingin,2,14,Matang
Timun,Sayur,Suhu Ruang,0,0,Busuk
Timun,Sayur,Pendingin,1,10,Segar
Anggur,Buah,Pendingin,0,27,Mentah
Anggur,Buah,Pendingin,2,7,Terlalu Matang
Mangga,Buah,Pendingin,6,16,Mentah
Apel,Buah,Pembeku,3,27,Matang
Timun,Sayur,Suhu Ruang,0,4,Segar
Apel,Buah,Suhu Ruang,4,10,Matang
